task,activity,pdf_path,error,F,O,T,E,R,C,B,name,id
bookletb,activity2b,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/76355.pdf,,1,1,0,2,1,2,,Candle,4ecff-76355
bookletb,activity2b,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/77978.pdf,,1,1,1,2,2,7,,Tsunami,4ecff-77978
bookletb,activity2b,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/79033.pdf,,1,1,1,3,1,1,,Double down,4ecff-79033
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/0740.pdf,,1,1,1,8,1,1,,Roller coaster,50984-0740
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1482.pdf,,,,,,,,,,50984-1482
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1565.pdf,,1,1,1,3,1,1,,Waterslide,50984-1565
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1621.pdf,,,,,,,,,,50984-1621
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2414.pdf,,1,1,2,6,1,1,,Getting into hot water,50984-2414
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2866-unmarked scoresheet.pdf,,,,,,,,,,50984-2866-unmarked scoresheet
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3285.pdf,,1,1,1,4,1,1,,A nice hotel,50984-3285
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3677.pdf,,,,,,,,,Pie (math term),50984-3677
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3780.pdf,,,,,,,,,,50984-3780
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3913.pdf,,,,,,,,,,50984-3913
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4180.pdf,,,,,,,,,,50984-4180
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4360.pdf,,1,1,1,0,0,0,,Skating ramp,50984-4360
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4653.pdf,,1,1,0,2,2,1,,Abstract,50984-4653
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4865.pdf,,,,,,,,,,50984-4865
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/7703.pdf,,1,0,2,3,2,1,,Church of color,50984-7703
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/8251.pdf,,,,,,,,,,50984-8251
bookletb,activity2b,../../data/ttct_figural/Sunday AM Mills TTCT Post Fall12/78470.pdf,,1,0,0,0,1,0,,Boot,5df6c-78470
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/07576.pdf,,1,1,1,0,0,0,,Half pipe,6678b-07576
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/41315.pdf,,1,1,3,2,2,1,,Light in the world,6678b-41315
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/63435.pdf,,1,1,1,0,0,0,,Open door,6678b-63435
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75211.pdf,,1,1,0,1,0,0,,Door,6678b-75211
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75288.pdf,,1,0,1,0,0,0,,Shoe house,6678b-75288
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75417.pdf,,1,1,1,0,0,0,,Roller coaster,6678b-75417
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76327.pdf,,1,0,0,0,0,0,,Horse shoe,6678b-76327
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76853.pdf,,1,1,0,2,0,0,,Puppy,6678b-76853
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77577.pdf,,1,0,0,0,0,0,,Bubble U,6678b-77577
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77589.pdf,,,,,,,,,,6678b-77589
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77637.pdf,,1,0,1,2,1,0,,High heel,6678b-77637
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77751.pdf,,,,,,,,,,6678b-77751
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78282.pdf,,,,,,,,,,6678b-78282
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78380.pdf,,,,,,,,,,6678b-78380
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78388.pdf,,1,1,0,0,0,0,,Confusion,6678b-78388
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78781.pdf,,1,1,2,4,0,0,,Queen of hearts,6678b-78781
bookletb,activity2b,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/80537.pdf,,1,0,2,4,0,1,,An Abandon house,6678b-80537
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66091.pdf,,1,1,3,9,2,1,0,shreddin it,67682-66091
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66158.pdf,,1,1,3,12,2,2,0,Maria the artist,67682-66158
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71024.pdf,,,,,,,,,,67682-71024
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71559.pdf,,1,1,2,0,0,0,0,Scating thing,67682-71559
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/72978.pdf,,1,0,0,1,2,1,0,,67682-72978
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/73331.pdf,,1,1,0,13,2,2,0,Rocket,67682-73331
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74052.pdf,,1,1,3,8,2,1,0,Ray of sunshine,67682-74052
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74221.pdf,,1,1,3,8,0,2,0,The Fire went out,67682-74221
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74311.pdf,,1,1,3,13,2,2,0,Good endings,67682-74311
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74317.pdf,,1,1,2,0,0,1,0,Water slide,67682-74317
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74664.pdf,,1,0,3,6,1,1,0,,67682-74664
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74915.pdf,,,,,,,,,,67682-74915
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75453.pdf,,,,,,,,,,67682-75453
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75830.pdf,,1,0,3,2,0,1,0,Skaters Death,67682-75830
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76049.pdf,,1,1,0,2,0,0,0,A sock,67682-76049
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76895.pdf,,1,1,0,1,2,2,0,Waterfall,67682-76895
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/77017.pdf,,1,1,0,2,0,1,0,A net,67682-77017
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0500.pdf,,1,1,1,1,1,1,,flying a kite,6a8fe-0500
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0647.pdf,,1,1,1,2,1,2,,Walking feet,6a8fe-0647
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0772.pdf,,1,1,2,5,1,1,,Stairs away,6a8fe-0772
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0773.pdf,,,,,,,,,,6a8fe-0773
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0830.pdf,,1,1,1,1,1,0,,Tree dorm,6a8fe-0830
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0993.pdf,,1,1,0,0,0,0,,Magnet,6a8fe-0993
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1225.pdf,,1,1,1,8,1,1,,Steam iron,6a8fe-1225
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1293.pdf,,1,1,1,9,2,2,,Big smile,6a8fe-1293
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1938.pdf,,1,1,0,2,0,1,,Ladder,6a8fe-1938
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2166.pdf,,,,,,,,,,6a8fe-2166
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2597.pdf,,1,1,2,1,1,0,,Razor blade tip,6a8fe-2597
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/3380.pdf,,1,1,1,1,0,0,,The horn,6a8fe-3380
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7289.pdf,,1,1,0,0,0,0,,Towel,6a8fe-7289
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7290.pdf,,1,1,1,8,1,1,,Play blocks,6a8fe-7290
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/9656.pdf,,1,1,2,0,0,0,,The mystery of life,6a8fe-9656
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/57179.pdf,,,,,,,,,,7cbb2-57179
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68472.pdf,,1,1,0,0,2,0,,Cat,7cbb2-68472
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68528.pdf,,1,1,1,0,2,0,,A slide,7cbb2-68528
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68617.pdf,,1,1,2,0,2,1,,Fun time,7cbb2-68617
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/70449.pdf,,1,1,0,0,2,0,,Slide,7cbb2-70449
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/73113.pdf,,1,1,1,1,2,1,,The water slide,7cbb2-73113
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/74688.pdf,,1,1,3,6,2,2,,Vegas life,7cbb2-74688
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/74943.pdf,,1,1,0,0,2,0,,,7cbb2-74943
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76298.pdf,,1,1,1,1,1,2,,Best shoes ever,7cbb2-76298
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76805.pdf,,1,1,0,0,2,0,,it 's anyones guess,7cbb2-76805
bookletb,activity2b,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76952.pdf,,1,1,3,1,2,2,,Grateful,7cbb2-76952
bookletb,activity2b,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/69224.pdf,,1,1,0,2,1,2,,Roller coaster,80aa8-69224
bookletb,activity2b,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/78096.pdf,,1,1,2,1,1,2,,Andy's 73th birthday,80aa8-78096
bookletb,activity2b,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/79194.pdf,,1,1,1,2,1,1,,Skateboard Track,80aa8-79194
bookletb,activity2b,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/80410.pdf,,1,1,1,0,2,1,,A slide,80aa8-80410
bookletb,activity2b,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/80411.pdf,,1,1,0,0,1,1,,,80aa8-80411
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/62203-68203_Fri Am Gumbs TTCT.pdf,,1,1,2,6,2,1,,Soon to be roast duck,80e16-62203-68203_Fri Am Gumbs TTCT
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/67842_Unmatched.pdf,,1,1,0,2,1,1,0,Airplane,80e16-67842_Unmatched
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/75119_Unmatched.pdf,,1,1,2,4,2,0,0,Two fingers walking,80e16-75119_Unmatched
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/74748_Unmatched.pdf,,1,1,3,13,2,,0,Best vacation ever,9f143-74748_Unmatched
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/75532_Unmatched.pdf,,,,,,,,,,9f143-75532_Unmatched
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/76345_Unmatched.pdf,,1,1,0,0,2,1,0,,9f143-76345_Unmatched
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/50452.pdf,,,,,,,,,Wu tango man,a5ad6-50452
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/66251.pdf,,,,,,,,,Letter j,a5ad6-66251
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/70538.pdf,,,,,,,,,,a5ad6-70538
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/70590.pdf,,1,1,0,0,2,0,,Bridge,a5ad6-70590
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/72595.pdf,,,,,,,,,,a5ad6-72595
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/73134.pdf,,,,,,,,,weird shoe,a5ad6-73134
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74144.pdf,,1,1,0,1,1,0,,Knife,a5ad6-74144
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74312.pdf,,1,1,1,3,2,2,,Pool ray,a5ad6-74312
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74340.pdf,,1,1,1,1,2,1,,Slanted man,a5ad6-74340
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74372.pdf,,1,1,1,1,2,2,,Sammy Spot tree,a5ad6-74372
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74653.pdf,,1,1,1,0,2,1,,Skateboard ramp,a5ad6-74653
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75077.pdf,,1,1,2,2,1,2,,Light shines through the darkness,a5ad6-75077
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75506.pdf,,1,1,2,0,2,1,,Don't try it kids,a5ad6-75506
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75549.pdf,,1,1,1,0,2,0,,The skating ramp,a5ad6-75549
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/76290.pdf,,1,1,1,0,2,0,,A valley,a5ad6-76290
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/76294.pdf,,1,1,0,0,2,1,,Boomerang,a5ad6-76294
bookletb,activity2b,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/77880.pdf,,1,1,1,0,2,1,,The arena,a5ad6-77880
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/0371.pdf,,,,,,,,,,a6a3a-0371
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/0465.pdf,,1,1,1,3,1,0,,A lamp post bent,a6a3a-0465
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/1600.pdf,,1,1,1,4,1,0,,Dinasour whale,a6a3a-1600
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/1607.pdf,,,,,,,,,,a6a3a-1607
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2183.pdf,,1,1,1,0,1,0,,Over but under,a6a3a-2183
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2516.pdf,,1,0,1,3,1,1,,Designer shoe,a6a3a-2516
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2792.pdf,,,,,,,,,,a6a3a-2792
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/3313.pdf,,,,,,,,,,a6a3a-3313
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/3401.pdf,,1,1,0,2,0,0,,Rom,a6a3a-3401
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/8295.pdf,,1,1,1,2,1,1,,Twin building,a6a3a-8295
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/9636.pdf,,,,,,,,,,a6a3a-9636
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/RD-NP171411.pdf,,1,1,2,2,0,0,,The weird building,a6a3a-RD-NP171411
bookletb,activity2b,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/RD-NP1911.pdf,,1,1,1,8,1,1,,B.A.G Big ass Gun,a6a3a-RD-NP1911
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/0172.pdf,,,,,,,,,Tape dispenser,ae4f2-0172
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/0753.pdf,,,,,,,,,,ae4f2-0753
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/0782.pdf,,,,,,,,,U are sharp,ae4f2-0782
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1033.pdf,,,,,,,,,Skate ramp,ae4f2-1033
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1103.pdf,,,,,,,,,Backwards I,ae4f2-1103
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/1235.pdf,,,,,,,,,,ae4f2-1235
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1322.pdf,,,,,,,,,Skater dreams,ae4f2-1322
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/1345.pdf,,,,,,,,,,ae4f2-1345
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1603.pdf,,,,,,,,,Mini blade of death,ae4f2-1603
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1636.pdf,,,,,,,,,Iron,ae4f2-1636
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/1662.pdf,,,,,,,,,Glass building,ae4f2-1662
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1925.pdf,,,,,,,,,Roller coaster,ae4f2-1925
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/2082.pdf,,,,,,,,,skate off,ae4f2-2082
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/2257.pdf,,,,,,,,,Tony hawking growing up,ae4f2-2257
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/2420.pdf,,,,,,,,,Before a romantic dinner,ae4f2-2420
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/2704.pdf,,,,,,,,,Jesus arrives in Nazareth,ae4f2-2704
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/5224.pdf,,,,,,,,,The door to heaven,ae4f2-5224
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/5611.pdf,,,,,,,,,The dumpoter party,ae4f2-5611
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/6754.pdf,,,,,,,,,,ae4f2-6754
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7183.pdf,,,,,,,,,Staple,ae4f2-7183
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7439.pdf,,,,,,,,,Music note,ae4f2-7439
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7466.pdf,,,,,,,,,Lines Upward,ae4f2-7466
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7540.pdf,,,,,,,,,Sinking ship,ae4f2-7540
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7844.pdf,,,,,,,,,,ae4f2-7844
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7851.pdf,,,,,,,,,Cracked doorway,ae4f2-7851
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7885.pdf,,,,,,,,,Flower garden,ae4f2-7885
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8117.pdf,,,,,,,,,,ae4f2-8117
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8159.pdf,,,,,,,,,,ae4f2-8159
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8177.pdf,,,,,,,,,waterfall from valley,ae4f2-8177
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8178.pdf,,,,,,,,,,ae4f2-8178
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/8292.pdf,,,,,,,,,Female elf boots,ae4f2-8292
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8337.pdf,,,,,,,,,Hand bag,ae4f2-8337
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8621.pdf,,,,,,,,,,ae4f2-8621
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8743.pdf,,,,,,,,,Farmers house,ae4f2-8743
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/8900.pdf,,,,,,,,,,ae4f2-8900
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8956.pdf,,,,,,,,,Clown hat,ae4f2-8956
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/9107.pdf,,,,,,,,,,ae4f2-9107
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/9287.pdf,,,,,,,,,skating,ae4f2-9287
bookletb,activity2b,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/9441.pdf,,,,,,,,,Ice cube,ae4f2-9441
bookletb,activity2b,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/66985.pdf,,1,1,0,0,0,0,,Iron,beb93-66985
bookletb,activity2b,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/68319.pdf,,,,,,,,,,beb93-68319
bookletb,activity2b,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/69420.pdf,,1,1,1,0,0,0,,Music note,beb93-69420
bookletb,activity2b,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/76140.pdf,,1,1,2,3,1,1,,Planet zalayka,beb93-76140
bookletb,activity2b,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/78031.pdf,,1,1,2,2,0,1,,United nations,beb93-78031
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/0355.pdf,,1,0,1,8,2,1,,My neighborhood,c8959-0355
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/0547.pdf,,1,1,3,0,0,1,,Music is life,c8959-0547
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1305.pdf,,,,,,,,,,c8959-1305
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1596.pdf,,1,1,1,6,1,1,,Water slide,c8959-1596
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1650.pdf,,,,,,,,,,c8959-1650
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1927.pdf,,1,1,1,0,1,0,,Roller ring,c8959-1927
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1944.pdf,,,,,,,,,I don’t know,c8959-1944
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1945.pdf,,,,,,,,,,c8959-1945
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/5758.pdf,,,,,,,,,,c8959-5758
bookletb,activity2b,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/7184.pdf,,1,1,2,4,1,1,,Wet N Wild,c8959-7184
